number,name,type1,type2,total,hp,attack,defense,sp_atk,sp_def,speed,legendary,generation,image_url
515,Panpour,Water,NA,316,50,53,48,53,48,64,FALSE,5,https://img.pokemondb.net/sprites/home/normal/panpour.png
516,Simipour,Water,NA,498,75,98,63,98,63,101,FALSE,5,https://img.pokemondb.net/sprites/home/normal/simipour.png
517,Munna,Psychic,NA,292,76,25,45,67,55,24,FALSE,5,https://img.pokemondb.net/sprites/home/normal/munna.png
518,Musharna,Psychic,NA,487,116,55,85,107,95,29,FALSE,5,https://img.pokemondb.net/sprites/home/normal/musharna.png
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,FALSE,5,https://img.pokemondb.net/sprites/home/normal/pidove.png
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/tranquill.png
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,FALSE,5,https://img.pokemondb.net/sprites/home/normal/unfezant.png
522,Blitzle,Electric,NA,295,45,60,32,50,32,76,FALSE,5,https://img.pokemondb.net/sprites/home/normal/blitzle.png
523,Zebstrika,Electric,NA,497,75,100,63,80,63,116,FALSE,5,https://img.pokemondb.net/sprites/home/normal/zebstrika.png
524,Roggenrola,Rock,NA,280,55,75,85,25,25,15,FALSE,5,https://img.pokemondb.net/sprites/home/normal/roggenrola.png
525,Boldore,Rock,NA,390,70,105,105,50,40,20,FALSE,5,https://img.pokemondb.net/sprites/home/normal/boldore.png
526,Gigalith,Rock,NA,515,85,135,130,60,80,25,FALSE,5,https://img.pokemondb.net/sprites/home/normal/gigalith.png
527,Woobat,Psychic,Flying,323,65,45,43,55,43,72,FALSE,5,https://img.pokemondb.net/sprites/home/normal/woobat.png
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,FALSE,5,https://img.pokemondb.net/sprites/home/normal/swoobat.png
529,Drilbur,Ground,NA,328,60,85,40,30,45,68,FALSE,5,https://img.pokemondb.net/sprites/home/normal/drilbur.png
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,FALSE,5,https://img.pokemondb.net/sprites/home/normal/excadrill.png
531,Audino,Normal,NA,445,103,60,86,60,86,50,FALSE,5,https://img.pokemondb.net/sprites/home/normal/audino.png
531,Audino Mega Audino,Normal,Fairy,545,103,60,126,80,126,50,FALSE,5,https://img.pokemondb.net/sprites/home/normal/audino-mega-audino.png
532,Timburr,Fighting,NA,305,75,80,55,25,35,35,FALSE,5,https://img.pokemondb.net/sprites/home/normal/timburr.png
533,Gurdurr,Fighting,NA,405,85,105,85,40,50,40,FALSE,5,https://img.pokemondb.net/sprites/home/normal/gurdurr.png
534,Conkeldurr,Fighting,NA,505,105,140,95,55,65,45,FALSE,5,https://img.pokemondb.net/sprites/home/normal/conkeldurr.png
535,Tympole,Water,NA,294,50,50,40,50,40,64,FALSE,5,https://img.pokemondb.net/sprites/home/normal/tympole.png
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,FALSE,5,https://img.pokemondb.net/sprites/home/normal/palpitoad.png
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,FALSE,5,https://img.pokemondb.net/sprites/home/normal/seismitoad.png
538,Throh,Fighting,NA,465,120,100,85,30,85,45,FALSE,5,https://img.pokemondb.net/sprites/home/normal/throh.png
539,Sawk,Fighting,NA,465,75,125,75,30,75,85,FALSE,5,https://img.pokemondb.net/sprites/home/normal/sawk.png
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,FALSE,5,https://img.pokemondb.net/sprites/home/normal/sewaddle.png
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,FALSE,5,https://img.pokemondb.net/sprites/home/normal/swadloon.png
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,FALSE,5,https://img.pokemondb.net/sprites/home/normal/leavanny.png
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,FALSE,5,https://img.pokemondb.net/sprites/home/normal/venipede.png
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,FALSE,5,https://img.pokemondb.net/sprites/home/normal/whirlipede.png
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,FALSE,5,https://img.pokemondb.net/sprites/home/normal/scolipede.png
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,FALSE,5,https://img.pokemondb.net/sprites/home/normal/cottonee.png
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,FALSE,5,https://img.pokemondb.net/sprites/home/normal/whimsicott.png
548,Petilil,Grass,NA,280,45,35,50,70,50,30,FALSE,5,https://img.pokemondb.net/sprites/home/normal/petilil.png
549,Lilligant,Grass,NA,480,70,60,75,110,75,90,FALSE,5,https://img.pokemondb.net/sprites/home/normal/lilligant.png
549,Lilligant Hisuian Lilligant,Grass,Fighting,480,70,105,75,50,75,105,FALSE,5,https://img.pokemondb.net/sprites/home/normal/lilligant-hisuian-lilligant.png
550,Basculin Red-Striped Form,Water,NA,460,70,92,65,80,55,98,FALSE,5,https://img.pokemondb.net/sprites/home/normal/basculin-red-striped-form.png
550,Basculin Blue-Striped Form,Water,NA,460,70,92,65,80,55,98,FALSE,5,https://img.pokemondb.net/sprites/home/normal/basculin-blue-striped-form.png
550,Basculin White-Striped Form,Water,NA,460,70,92,65,80,55,98,FALSE,5,https://img.pokemondb.net/sprites/home/normal/basculin-white-striped-form.png
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/sandile.png
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,FALSE,5,https://img.pokemondb.net/sprites/home/normal/krokorok.png
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,FALSE,5,https://img.pokemondb.net/sprites/home/normal/krookodile.png
554,Darumaka,Fire,NA,315,70,90,45,15,45,50,FALSE,5,https://img.pokemondb.net/sprites/home/normal/darumaka.png
554,Darumaka Galarian Darumaka,Ice,NA,315,70,90,45,15,45,50,FALSE,5,https://img.pokemondb.net/sprites/home/normal/darumaka-galarian-darumaka.png
555,Darmanitan Standard Mode,Fire,NA,480,105,140,55,30,55,95,FALSE,5,https://img.pokemondb.net/sprites/home/normal/darmanitan-standard-mode.png
555,Darmanitan Zen Mode,Fire,Psychic,540,105,30,105,140,105,55,FALSE,5,https://img.pokemondb.net/sprites/home/normal/darmanitan-zen-mode.png
555,Darmanitan Galarian Standard Mode,Ice,NA,480,105,140,55,30,55,95,FALSE,5,https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-standard-mode.png
555,Darmanitan Galarian Zen Mode,Ice,Fire,540,105,160,55,30,55,135,FALSE,5,https://img.pokemondb.net/sprites/home/normal/darmanitan-galarian-zen-mode.png
556,Maractus,Grass,NA,461,75,86,67,106,67,60,FALSE,5,https://img.pokemondb.net/sprites/home/normal/maractus.png
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,FALSE,5,https://img.pokemondb.net/sprites/home/normal/dwebble.png
558,Crustle,Bug,Rock,485,70,105,125,65,75,45,FALSE,5,https://img.pokemondb.net/sprites/home/normal/crustle.png
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,FALSE,5,https://img.pokemondb.net/sprites/home/normal/scraggy.png
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,FALSE,5,https://img.pokemondb.net/sprites/home/normal/scrafty.png
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,FALSE,5,https://img.pokemondb.net/sprites/home/normal/sigilyph.png
562,Yamask,Ghost,NA,303,38,30,85,55,65,30,FALSE,5,https://img.pokemondb.net/sprites/home/normal/yamask.png
562,Yamask Galarian Yamask,Ground,Ghost,303,38,55,85,30,65,30,FALSE,5,https://img.pokemondb.net/sprites/home/normal/yamask-galarian-yamask.png
563,Cofagrigus,Ghost,NA,483,58,50,145,95,105,30,FALSE,5,https://img.pokemondb.net/sprites/home/normal/cofagrigus.png
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,FALSE,5,https://img.pokemondb.net/sprites/home/normal/tirtouga.png
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,FALSE,5,https://img.pokemondb.net/sprites/home/normal/carracosta.png
566,Archen,Rock,Flying,401,55,112,45,74,45,70,FALSE,5,https://img.pokemondb.net/sprites/home/normal/archen.png
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,FALSE,5,https://img.pokemondb.net/sprites/home/normal/archeops.png
568,Trubbish,Poison,NA,329,50,50,62,40,62,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/trubbish.png
569,Garbodor,Poison,NA,474,80,95,82,60,82,75,FALSE,5,https://img.pokemondb.net/sprites/home/normal/garbodor.png
570,Zorua,Dark,NA,330,40,65,40,80,40,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/zorua.png
570,Zorua Hisuian Zorua,Normal,Ghost,330,35,60,40,85,40,70,FALSE,5,https://img.pokemondb.net/sprites/home/normal/zorua-hisuian-zorua.png
571,Zoroark,Dark,NA,510,60,105,60,120,60,105,FALSE,5,https://img.pokemondb.net/sprites/home/normal/zoroark.png
571,Zoroark Hisuian Zoroark,Normal,Ghost,510,55,100,60,125,60,110,FALSE,5,https://img.pokemondb.net/sprites/home/normal/zoroark-hisuian-zoroark.png
572,Minccino,Normal,NA,300,55,50,40,40,40,75,FALSE,5,https://img.pokemondb.net/sprites/home/normal/minccino.png
573,Cinccino,Normal,NA,470,75,95,60,65,60,115,FALSE,5,https://img.pokemondb.net/sprites/home/normal/cinccino.png
574,Gothita,Psychic,NA,290,45,30,50,55,65,45,FALSE,5,https://img.pokemondb.net/sprites/home/normal/gothita.png
575,Gothorita,Psychic,NA,390,60,45,70,75,85,55,FALSE,5,https://img.pokemondb.net/sprites/home/normal/gothorita.png
576,Gothitelle,Psychic,NA,490,70,55,95,95,110,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/gothitelle.png
577,Solosis,Psychic,NA,290,45,30,40,105,50,20,FALSE,5,https://img.pokemondb.net/sprites/home/normal/solosis.png
578,Duosion,Psychic,NA,370,65,40,50,125,60,30,FALSE,5,https://img.pokemondb.net/sprites/home/normal/duosion.png
579,Reuniclus,Psychic,NA,490,110,65,75,125,85,30,FALSE,5,https://img.pokemondb.net/sprites/home/normal/reuniclus.png
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,FALSE,5,https://img.pokemondb.net/sprites/home/normal/ducklett.png
581,Swanna,Water,Flying,473,75,87,63,87,63,98,FALSE,5,https://img.pokemondb.net/sprites/home/normal/swanna.png
582,Vanillite,Ice,NA,305,36,50,50,65,60,44,FALSE,5,https://img.pokemondb.net/sprites/home/normal/vanillite.png
583,Vanillish,Ice,NA,395,51,65,65,80,75,59,FALSE,5,https://img.pokemondb.net/sprites/home/normal/vanillish.png
584,Vanilluxe,Ice,NA,535,71,95,85,110,95,79,FALSE,5,https://img.pokemondb.net/sprites/home/normal/vanilluxe.png
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,FALSE,5,https://img.pokemondb.net/sprites/home/normal/deerling.png
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,FALSE,5,https://img.pokemondb.net/sprites/home/normal/sawsbuck.png
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,FALSE,5,https://img.pokemondb.net/sprites/home/normal/emolga.png
588,Karrablast,Bug,NA,315,50,75,45,40,45,60,FALSE,5,https://img.pokemondb.net/sprites/home/normal/karrablast.png
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,FALSE,5,https://img.pokemondb.net/sprites/home/normal/escavalier.png
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,FALSE,5,https://img.pokemondb.net/sprites/home/normal/foongus.png
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,FALSE,5,https://img.pokemondb.net/sprites/home/normal/amoonguss.png
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,FALSE,5,https://img.pokemondb.net/sprites/home/normal/frillish.png
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,FALSE,5,https://img.pokemondb.net/sprites/home/normal/jellicent.png
594,Alomomola,Water,NA,470,165,75,80,40,45,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/alomomola.png
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/joltik.png
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,FALSE,5,https://img.pokemondb.net/sprites/home/normal/galvantula.png
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,FALSE,5,https://img.pokemondb.net/sprites/home/normal/ferroseed.png
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,FALSE,5,https://img.pokemondb.net/sprites/home/normal/ferrothorn.png
599,Klink,Steel,NA,300,40,55,70,45,60,30,FALSE,5,https://img.pokemondb.net/sprites/home/normal/klink.png
600,Klang,Steel,NA,440,60,80,95,70,85,50,FALSE,5,https://img.pokemondb.net/sprites/home/normal/klang.png
601,Klinklang,Steel,NA,520,60,100,115,70,85,90,FALSE,5,https://img.pokemondb.net/sprites/home/normal/klinklang.png
602,Tynamo,Electric,NA,275,35,55,40,45,40,60,FALSE,5,https://img.pokemondb.net/sprites/home/normal/tynamo.png
603,Eelektrik,Electric,NA,405,65,85,70,75,70,40,FALSE,5,https://img.pokemondb.net/sprites/home/normal/eelektrik.png
604,Eelektross,Electric,NA,515,85,115,80,105,80,50,FALSE,5,https://img.pokemondb.net/sprites/home/normal/eelektross.png
605,Elgyem,Psychic,NA,335,55,55,55,85,55,30,FALSE,5,https://img.pokemondb.net/sprites/home/normal/elgyem.png
606,Beheeyem,Psychic,NA,485,75,75,75,125,95,40,FALSE,5,https://img.pokemondb.net/sprites/home/normal/beheeyem.png
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,FALSE,5,https://img.pokemondb.net/sprites/home/normal/litwick.png
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,FALSE,5,https://img.pokemondb.net/sprites/home/normal/lampent.png
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,FALSE,5,https://img.pokemondb.net/sprites/home/normal/chandelure.png
610,Axew,Dragon,NA,320,46,87,60,30,40,57,FALSE,5,https://img.pokemondb.net/sprites/home/normal/axew.png
611,Fraxure,Dragon,NA,410,66,117,70,40,50,67,FALSE,5,https://img.pokemondb.net/sprites/home/normal/fraxure.png
612,Haxorus,Dragon,NA,540,76,147,90,60,70,97,FALSE,5,https://img.pokemondb.net/sprites/home/normal/haxorus.png
613,Cubchoo,Ice,NA,305,55,70,40,60,40,40,FALSE,5,https://img.pokemondb.net/sprites/home/normal/cubchoo.png
614,Beartic,Ice,NA,505,95,130,80,70,80,50,FALSE,5,https://img.pokemondb.net/sprites/home/normal/beartic.png
615,Cryogonal,Ice,NA,515,80,50,50,95,135,105,FALSE,5,https://img.pokemondb.net/sprites/home/normal/cryogonal.png
616,Shelmet,Bug,NA,305,50,40,85,40,65,25,FALSE,5,https://img.pokemondb.net/sprites/home/normal/shelmet.png
617,Accelgor,Bug,NA,495,80,70,40,100,60,145,FALSE,5,https://img.pokemondb.net/sprites/home/normal/accelgor.png
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,FALSE,5,https://img.pokemondb.net/sprites/home/normal/stunfisk.png
618,Stunfisk Galarian Stunfisk,Ground,Steel,471,109,81,99,66,84,32,FALSE,5,https://img.pokemondb.net/sprites/home/normal/stunfisk-galarian-stunfisk.png
619,Mienfoo,Fighting,NA,350,45,85,50,55,50,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/mienfoo.png
620,Mienshao,Fighting,NA,510,65,125,60,95,60,105,FALSE,5,https://img.pokemondb.net/sprites/home/normal/mienshao.png
621,Druddigon,Dragon,NA,485,77,120,90,60,90,48,FALSE,5,https://img.pokemondb.net/sprites/home/normal/druddigon.png
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,FALSE,5,https://img.pokemondb.net/sprites/home/normal/golett.png
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,FALSE,5,https://img.pokemondb.net/sprites/home/normal/golurk.png
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,FALSE,5,https://img.pokemondb.net/sprites/home/normal/pawniard.png
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,FALSE,5,https://img.pokemondb.net/sprites/home/normal/bisharp.png
626,Bouffalant,Normal,NA,490,95,110,95,40,95,55,FALSE,5,https://img.pokemondb.net/sprites/home/normal/bouffalant.png
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,FALSE,5,https://img.pokemondb.net/sprites/home/normal/rufflet.png
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,FALSE,5,https://img.pokemondb.net/sprites/home/normal/braviary.png
628,Braviary Hisuian Braviary,Psychic,Flying,510,110,83,70,112,70,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/braviary-hisuian-braviary.png
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,FALSE,5,https://img.pokemondb.net/sprites/home/normal/vullaby.png
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,FALSE,5,https://img.pokemondb.net/sprites/home/normal/mandibuzz.png
631,Heatmor,Fire,NA,484,85,97,66,105,66,65,FALSE,5,https://img.pokemondb.net/sprites/home/normal/heatmor.png
632,Durant,Bug,Steel,484,58,109,112,48,48,109,FALSE,5,https://img.pokemondb.net/sprites/home/normal/durant.png
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,FALSE,5,https://img.pokemondb.net/sprites/home/normal/deino.png
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,FALSE,5,https://img.pokemondb.net/sprites/home/normal/zweilous.png
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,FALSE,5,https://img.pokemondb.net/sprites/home/normal/hydreigon.png
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,FALSE,5,https://img.pokemondb.net/sprites/home/normal/larvesta.png
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,FALSE,5,https://img.pokemondb.net/sprites/home/normal/volcarona.png
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,TRUE,5,https://img.pokemondb.net/sprites/home/normal/cobalion.png
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,TRUE,5,https://img.pokemondb.net/sprites/home/normal/terrakion.png
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,TRUE,5,https://img.pokemondb.net/sprites/home/normal/virizion.png
641,Tornadus Incarnate Forme,Flying,NA,580,79,115,70,125,80,111,FALSE,5,https://img.pokemondb.net/sprites/home/normal/tornadus-incarnate-forme.png
641,Tornadus Therian Forme,Flying,NA,580,79,100,80,110,90,121,FALSE,5,https://img.pokemondb.net/sprites/home/normal/tornadus-therian-forme.png
642,Thundurus Incarnate Forme,Electric,Flying,580,79,115,70,125,80,111,FALSE,5,https://img.pokemondb.net/sprites/home/normal/thundurus-incarnate-forme.png
642,Thundurus Therian Forme,Electric,Flying,580,79,105,70,145,80,101,FALSE,5,https://img.pokemondb.net/sprites/home/normal/thundurus-therian-forme.png
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,TRUE,5,https://img.pokemondb.net/sprites/home/normal/reshiram.png
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,TRUE,5,https://img.pokemondb.net/sprites/home/normal/zekrom.png
645,Landorus Incarnate Forme,Ground,Flying,600,89,125,90,115,80,101,FALSE,5,https://img.pokemondb.net/sprites/home/normal/landorus-incarnate-forme.png
645,Landorus Therian Forme,Ground,Flying,600,89,145,90,105,80,91,FALSE,5,https://img.pokemondb.net/sprites/home/normal/landorus-therian-forme.png
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,TRUE,5,https://img.pokemondb.net/sprites/home/normal/kyurem.png
646,Kyurem Black Kyurem,Dragon,Ice,700,125,170,100,120,90,95,FALSE,5,https://img.pokemondb.net/sprites/home/normal/kyurem-black-kyurem.png
646,Kyurem White Kyurem,Dragon,Ice,700,125,120,90,170,100,95,FALSE,5,https://img.pokemondb.net/sprites/home/normal/kyurem-white-kyurem.png
647,Keldeo Ordinary Form,Water,Fighting,580,91,72,90,129,90,108,FALSE,5,https://img.pokemondb.net/sprites/home/normal/keldeo-ordinary-form.png
647,Keldeo Resolute Form,Water,Fighting,580,91,72,90,129,90,108,FALSE,5,https://img.pokemondb.net/sprites/home/normal/keldeo-resolute-form.png
648,Meloetta Aria Forme,Normal,Psychic,600,100,77,77,128,128,90,FALSE,5,https://img.pokemondb.net/sprites/home/normal/meloetta-aria-forme.png
648,Meloetta Pirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,FALSE,5,https://img.pokemondb.net/sprites/home/normal/meloetta-pirouette-forme.png
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,TRUE,5,https://img.pokemondb.net/sprites/home/normal/genesect.png
650,Chespin,Grass,NA,313,56,61,65,48,45,38,FALSE,6,https://img.pokemondb.net/sprites/home/normal/chespin.png
651,Quilladin,Grass,NA,405,61,78,95,56,58,57,FALSE,6,https://img.pokemondb.net/sprites/home/normal/quilladin.png
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,FALSE,6,https://img.pokemondb.net/sprites/home/normal/chesnaught.png
653,Fennekin,Fire,NA,307,40,45,40,62,60,60,FALSE,6,https://img.pokemondb.net/sprites/home/normal/fennekin.png
654,Braixen,Fire,NA,409,59,59,58,90,70,73,FALSE,6,https://img.pokemondb.net/sprites/home/normal/braixen.png
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,FALSE,6,https://img.pokemondb.net/sprites/home/normal/delphox.png
656,Froakie,Water,NA,314,41,56,40,62,44,71,FALSE,6,https://img.pokemondb.net/sprites/home/normal/froakie.png
657,Frogadier,Water,NA,405,54,63,52,83,56,97,FALSE,6,https://img.pokemondb.net/sprites/home/normal/frogadier.png
658,Greninja,Water,Dark,530,72,95,67,103,71,122,FALSE,6,https://img.pokemondb.net/sprites/home/normal/greninja.png
658,Greninja Ash-Greninja,Water,Dark,640,72,145,67,153,71,132,FALSE,6,https://img.pokemondb.net/sprites/home/normal/greninja-ash-greninja.png
659,Bunnelby,Normal,NA,237,38,36,38,32,36,57,FALSE,6,https://img.pokemondb.net/sprites/home/normal/bunnelby.png
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,FALSE,6,https://img.pokemondb.net/sprites/home/normal/diggersby.png
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,FALSE,6,https://img.pokemondb.net/sprites/home/normal/fletchling.png
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,FALSE,6,https://img.pokemondb.net/sprites/home/normal/fletchinder.png
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,FALSE,6,https://img.pokemondb.net/sprites/home/normal/talonflame.png
664,Scatterbug,Bug,NA,200,38,35,40,27,25,35,FALSE,6,https://img.pokemondb.net/sprites/home/normal/scatterbug.png
665,Spewpa,Bug,NA,213,45,22,60,27,30,29,FALSE,6,https://img.pokemondb.net/sprites/home/normal/spewpa.png
666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,FALSE,6,https://img.pokemondb.net/sprites/home/normal/vivillon.png
667,Litleo,Fire,Normal,369,62,50,58,73,54,72,FALSE,6,https://img.pokemondb.net/sprites/home/normal/litleo.png
668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,FALSE,6,https://img.pokemondb.net/sprites/home/normal/pyroar.png
669,Flabébé,Fairy,NA,303,44,38,39,61,79,42,FALSE,6,https://img.pokemondb.net/sprites/home/normal/flabébé.png
670,Floette,Fairy,NA,371,54,45,47,75,98,52,FALSE,6,https://img.pokemondb.net/sprites/home/normal/floette.png
671,Florges,Fairy,NA,552,78,65,68,112,154,75,FALSE,6,https://img.pokemondb.net/sprites/home/normal/florges.png
672,Skiddo,Grass,NA,350,66,65,48,62,57,52,FALSE,6,https://img.pokemondb.net/sprites/home/normal/skiddo.png
673,Gogoat,Grass,NA,531,123,100,62,97,81,68,FALSE,6,https://img.pokemondb.net/sprites/home/normal/gogoat.png
674,Pancham,Fighting,NA,348,67,82,62,46,48,43,FALSE,6,https://img.pokemondb.net/sprites/home/normal/pancham.png
675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,FALSE,6,https://img.pokemondb.net/sprites/home/normal/pangoro.png
676,Furfrou,Normal,NA,472,75,80,60,65,90,102,FALSE,6,https://img.pokemondb.net/sprites/home/normal/furfrou.png
677,Espurr,Psychic,NA,355,62,48,54,63,60,68,FALSE,6,https://img.pokemondb.net/sprites/home/normal/espurr.png
678,Meowstic Male,Psychic,NA,466,74,48,76,83,81,104,FALSE,6,https://img.pokemondb.net/sprites/home/normal/meowstic-male.png
678,Meowstic Female,Psychic,NA,466,74,48,76,83,81,104,FALSE,6,https://img.pokemondb.net/sprites/home/normal/meowstic-female.png
679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,FALSE,6,https://img.pokemondb.net/sprites/home/normal/honedge.png
680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,FALSE,6,https://img.pokemondb.net/sprites/home/normal/doublade.png
681,Aegislash Shield Forme,Steel,Ghost,500,60,50,140,50,140,60,FALSE,6,https://img.pokemondb.net/sprites/home/normal/aegislash-shield-forme.png
681,Aegislash Blade Forme,Steel,Ghost,500,60,140,50,140,50,60,FALSE,6,https://img.pokemondb.net/sprites/home/normal/aegislash-blade-forme.png
682,Spritzee,Fairy,NA,341,78,52,60,63,65,23,FALSE,6,https://img.pokemondb.net/sprites/home/normal/spritzee.png
683,Aromatisse,Fairy,NA,462,101,72,72,99,89,29,FALSE,6,https://img.pokemondb.net/sprites/home/normal/aromatisse.png
684,Swirlix,Fairy,NA,341,62,48,66,59,57,49,FALSE,6,https://img.pokemondb.net/sprites/home/normal/swirlix.png
685,Slurpuff,Fairy,NA,480,82,80,86,85,75,72,FALSE,6,https://img.pokemondb.net/sprites/home/normal/slurpuff.png
686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,FALSE,6,https://img.pokemondb.net/sprites/home/normal/inkay.png
687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,FALSE,6,https://img.pokemondb.net/sprites/home/normal/malamar.png
688,Binacle,Rock,Water,306,42,52,67,39,56,50,FALSE,6,https://img.pokemondb.net/sprites/home/normal/binacle.png
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,FALSE,6,https://img.pokemondb.net/sprites/home/normal/barbaracle.png
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,FALSE,6,https://img.pokemondb.net/sprites/home/normal/skrelp.png
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,FALSE,6,https://img.pokemondb.net/sprites/home/normal/dragalge.png
692,Clauncher,Water,NA,330,50,53,62,58,63,44,FALSE,6,https://img.pokemondb.net/sprites/home/normal/clauncher.png
693,Clawitzer,Water,NA,500,71,73,88,120,89,59,FALSE,6,https://img.pokemondb.net/sprites/home/normal/clawitzer.png
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,FALSE,6,https://img.pokemondb.net/sprites/home/normal/helioptile.png
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,FALSE,6,https://img.pokemondb.net/sprites/home/normal/heliolisk.png
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,FALSE,6,https://img.pokemondb.net/sprites/home/normal/tyrunt.png
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,FALSE,6,https://img.pokemondb.net/sprites/home/normal/tyrantrum.png
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,FALSE,6,https://img.pokemondb.net/sprites/home/normal/amaura.png
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,FALSE,6,https://img.pokemondb.net/sprites/home/normal/aurorus.png
700,Sylveon,Fairy,NA,525,95,65,65,110,130,60,FALSE,6,https://img.pokemondb.net/sprites/home/normal/sylveon.png
